numero_obra;numero_exemplar;numero_legado;ordem_estante;secao;grupo_autor_espiritual;codigo_autor;titulo;autor_espiritual;medium;tipo_obra;colecao;categorias;idioma;editora;sinopse;historico
"46";"46";"767";"767";"ROM";"Camilo";"CAM";"Desafios da Vida Familiar";"Camilo";"José Raul Teixeira";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 767 · Ordem estante (Table 2): 767 · Obra nº 46"
"47";"47.1";"412";"414";"ROM";"Camilo";"CAM";"A Morte e Seus Misterios";"Camilo Flammion";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 412 · Ordem estante (Table 2): 414 · Obra nº 47 · Exemplares da mesma obra: 412, 413, 414"
"47";"47.2";"413";"414";"ROM";"Camilo";"CAM";"A Morte e Seus Misterios";"Camilo Flammion";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 413 · Ordem estante (Table 2): 414 · Obra nº 47 · Exemplares da mesma obra: 412, 413, 414"
"47";"47.3";"414";"414";"ROM";"Camilo";"CAM";"A Morte e Seus Misterios";"Camilo Flammion";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 414 · Ordem estante (Table 2): 414 · Obra nº 47 · Exemplares da mesma obra: 412, 413, 414"
"48";"48";"416";"416";"ROM";"Camilo";"CAM";"As Casas Mal Assombradas";"Camilo Flammion";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 416 · Ordem estante (Table 2): 416 · Obra nº 48"
"49";"49";"1071";"1071";"ROM";"Camilo";"CAM";"Cintilação das Estrelas";"Esp. Camilo";"José Raul Teixeira";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1071 · Ordem estante (Table 2): 1071 · Obra nº 49"
"50";"50";"764";"764";"ROM";"Camilo";"CAM";"Yvone Pereira - Entre cartas e recordações";"Pedro Camilo";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 764 · Ordem estante (Table 2): 764 · Obra nº 50"
"51";"51";"225";"225";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"A Veneranda Joanna de Ângelis";"Celeste Santos / Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 225 · Ordem estante (Table 2): 225 · Obra nº 51"
"52";"52";"666";"666";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Após a Tempestade";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 666 · Ordem estante (Table 2): 666 · Obra nº 52"
"53";"53";"750";"750";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Calvario da Libertação";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 750 · Ordem estante (Table 2): 750 · Obra nº 53"
"54";"54";"863";"863";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Diretrizes de Segurança";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 863 · Ordem estante (Table 2): 863 · Obra nº 54"
"55";"55";"28";"28";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Em Uberaba (Divaldo P. F. em Uberaba-Carlos Barc.)";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 28 · Ordem estante (Table 2): 28 · Obra nº 55"
"56";"56";"51";"51";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Ementário Espiríta";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 51 · Ordem estante (Table 2): 51 · Obra nº 56"
"57";"57";"176";"176";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Entrtevistas e Lições";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 176 · Ordem estante (Table 2): 176 · Obra nº 57"
"58";"58";"932";"932";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Há Flores no Caminho";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 932 · Ordem estante (Table 2): 932 · Obra nº 58"
"59";"59";"674";"674";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Lampadário Espírita";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 674 · Ordem estante (Table 2): 674 · Obra nº 59"
"60";"60";"52";"52";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Legado Kardequeano";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 52 · Ordem estante (Table 2): 52 · Obra nº 60"
"61";"61";"357";"357";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Para Sempre em Nosso Coração";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 357 · Ordem estante (Table 2): 357 · Obra nº 61"
"62";"62";"752";"752";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Párias Em Redenção";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 752 · Ordem estante (Table 2): 752 · Obra nº 62"
"63";"63";"678";"678";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Repositório de Sabedoria";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 678 · Ordem estante (Table 2): 678 · Obra nº 63"
"64";"64";"1059";"1059";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Sementes de Vida Eterna";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1059 · Ordem estante (Table 2): 1059 · Obra nº 64"
"65";"65";"188";"188";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Viagens e Entrtevistas";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 188 · Ordem estante (Table 2): 188 · Obra nº 65"
"66";"66";"42";"42";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Viajens e Entrevistas";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 42 · Ordem estante (Table 2): 42 · Obra nº 66"
"67";"67";"19";"19";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Vitoria da Vida";"Divaldo P. Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 19 · Ordem estante (Table 2): 19 · Obra nº 67"
"68";"68";"1051";"1051";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Diretrizes de Segurança";"Divaldo P. Franco / José Raul Teixeira";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1051 · Ordem estante (Table 2): 1051 · Obra nº 68"
"69";"69";"165";"165";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"A serviço do Espiritismo";"Divaldo P. Franco / Nilson de Souza Pereira";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 165 · Ordem estante (Table 2): 165 · Obra nº 69"
"70";"70";"224";"224";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Diretrizes de segurança";"Divaldo P. Franco / Raul Teixeira";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 224 · Ordem estante (Table 2): 224 · Obra nº 70"
"71";"71";"1146";"1146";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Florilégios Espirituais";"Divaldo P. Franco \ Francisco do Monte Alverne";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 1146 · Ordem estante (Table 2): 1146 · Obra nº 71"
"72";"72";"241";"241";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Joana e Jesus";"Divaldo Pereira Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 241 · Ordem estante (Table 2): 241 · Obra nº 72"
"73";"73";"763";"763";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Vida: Desafios e Soluções";"Divaldo Pereira Franco";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 763 · Ordem estante (Table 2): 763 · Obra nº 73"
"74";"74";"796";"796";"ROM";"Divaldo Pereira Franco — obras diversas";"DPF";"Diretrizes de Segurança";"Divaldo Pereira Franco / José Raul Teixeira";"";"PSYCHOGRAPHED";"";"Romance Espírita";"Português";"";"";"Nº legado deste exemplar: 796 · Ordem estante (Table 2): 796 · Obra nº 74"
"75";"75";"853";"853";"ROM";"Emmanuel";"EMM";"União Espirita Mineira";"Emmanuel";"";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 853 · Ordem estante (Table 2): 853 · Obra nº 75"
"76";"76.1";"879";"1133";"ROM";"Emmanuel";"EMM";"50 Anos Depois";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 879 · Ordem estante (Table 2): 1133 · Obra nº 76 · Exemplares da mesma obra: 879, 1133"
"76";"76.2";"1133";"1133";"ROM";"Emmanuel";"EMM";"50 Anos Depois";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 1133 · Ordem estante (Table 2): 1133 · Obra nº 76 · Exemplares da mesma obra: 879, 1133"
"77";"77.1";"95";"418";"ROM";"Emmanuel";"EMM";"A Caminho da Luz";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 95 · Ordem estante (Table 2): 418 · Obra nº 77 · Exemplares da mesma obra: 95, 418, 594, 1084, 1111"
"77";"77.2";"418";"418";"ROM";"Emmanuel";"EMM";"A Caminho da Luz";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 418 · Ordem estante (Table 2): 418 · Obra nº 77 · Exemplares da mesma obra: 95, 418, 594, 1084, 1111"
"77";"77.3";"594";"418";"ROM";"Emmanuel";"EMM";"A Caminho da Luz";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 594 · Ordem estante (Table 2): 418 · Obra nº 77 · Exemplares da mesma obra: 95, 418, 594, 1084, 1111"
"77";"77.4";"1084";"1111";"ROM";"Emmanuel";"EMM";"A Caminho da Luz";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 1084 · Ordem estante (Table 2): 1111 · Obra nº 77 · Exemplares da mesma obra: 95, 418, 594, 1084, 1111"
"77";"77.5";"1111";"1111";"ROM";"Emmanuel";"EMM";"A Caminho da Luz";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 1111 · Ordem estante (Table 2): 1111 · Obra nº 77 · Exemplares da mesma obra: 95, 418, 594, 1084, 1111"
"78";"78";"65";"65";"ROM";"Emmanuel";"EMM";"A Luz da oração";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 65 · Ordem estante (Table 2): 65 · Obra nº 78"
"79";"79";"79";"79";"ROM";"Emmanuel";"EMM";"A Terra e o Semeador";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 79 · Ordem estante (Table 2): 79 · Obra nº 79"
"80";"80.1";"1086";"1118";"ROM";"Emmanuel";"EMM";"Abrigo";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 1086 · Ordem estante (Table 2): 1118 · Obra nº 80 · Exemplares da mesma obra: 1086, 1118"
"80";"80.2";"1118";"1118";"ROM";"Emmanuel";"EMM";"Abrigo";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 1118 · Ordem estante (Table 2): 1118 · Obra nº 80 · Exemplares da mesma obra: 1086, 1118"
"81";"81.1";"45";"67";"ROM";"Emmanuel";"EMM";"Algo Mais";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 45 · Ordem estante (Table 2): 67 · Obra nº 81 · Exemplares da mesma obra: 45, 67"
"81";"81.2";"67";"67";"ROM";"Emmanuel";"EMM";"Algo Mais";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 67 · Ordem estante (Table 2): 67 · Obra nº 81 · Exemplares da mesma obra: 45, 67"
"82";"82";"1087";"1087";"ROM";"Emmanuel";"EMM";"Alma e Coração";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 1087 · Ordem estante (Table 2): 1087 · Obra nº 82"
"83";"83";"691";"691";"ROM";"Emmanuel";"EMM";"Alma e Luz";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 691 · Ordem estante (Table 2): 691 · Obra nº 83"
"84";"84.1";"59";"60";"ROM";"Emmanuel";"EMM";"Ave Cristo";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 59 · Ordem estante (Table 2): 60 · Obra nº 84 · Exemplares da mesma obra: 59, 60"
"84";"84.2";"60";"60";"ROM";"Emmanuel";"EMM";"Ave Cristo";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 60 · Ordem estante (Table 2): 60 · Obra nº 84 · Exemplares da mesma obra: 59, 60"
"85";"85";"975";"975";"ROM";"Emmanuel";"EMM";"Ave, Cristo!";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 975 · Ordem estante (Table 2): 975 · Obra nº 85"
"86";"86";"76";"76";"ROM";"Emmanuel";"EMM";"Boa Nova";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 76 · Ordem estante (Table 2): 76 · Obra nº 86"
"87";"87";"295";"295";"ROM";"Emmanuel";"EMM";"Brasil Coração do mundo , Pátria do Evangelho";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 295 · Ordem estante (Table 2): 295 · Obra nº 87"
"88";"88";"46";"46";"ROM";"Emmanuel";"EMM";"Calma";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 46 · Ordem estante (Table 2): 46 · Obra nº 88"
"89";"89";"1154";"1154";"ROM";"Emmanuel";"EMM";"Caminho , Verdade e Vida";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 1154 · Ordem estante (Table 2): 1154 · Obra nº 89"
"90";"90";"92";"92";"ROM";"Emmanuel";"EMM";"Caminho, Verdade e Vida";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 92 · Ordem estante (Table 2): 92 · Obra nº 90"
"91";"91";"105";"105";"ROM";"Emmanuel";"EMM";"Caminhos";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 105 · Ordem estante (Table 2): 105 · Obra nº 91"
"92";"92";"90";"90";"ROM";"Emmanuel";"EMM";"Ceifa de Luz";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 90 · Ordem estante (Table 2): 90 · Obra nº 92"
"93";"93";"974";"974";"ROM";"Emmanuel";"EMM";"Chico Xavier em Goiânia";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 974 · Ordem estante (Table 2): 974 · Obra nº 93"
"94";"94.1";"64";"66";"ROM";"Emmanuel";"EMM";"Cinquenta Anos Depois";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 64 · Ordem estante (Table 2): 66 · Obra nº 94 · Exemplares da mesma obra: 64, 66"
"94";"94.2";"66";"66";"ROM";"Emmanuel";"EMM";"Cinquenta Anos Depois";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 66 · Ordem estante (Table 2): 66 · Obra nº 94 · Exemplares da mesma obra: 64, 66"
"95";"95";"91";"91";"ROM";"Emmanuel";"EMM";"Companheiro";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 91 · Ordem estante (Table 2): 91 · Obra nº 95"
"96";"96";"104";"104";"ROM";"Emmanuel";"EMM";"Deus Sempre";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 104 · Ordem estante (Table 2): 104 · Obra nº 96"
"97";"97";"94";"94";"ROM";"Emmanuel";"EMM";"Emmanuel";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 94 · Ordem estante (Table 2): 94 · Obra nº 97"
"98";"98";"1140";"1140";"ROM";"Emmanuel";"EMM";"Encontro de Paz";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 1140 · Ordem estante (Table 2): 1140 · Obra nº 98"
"99";"99.1";"69";"69";"ROM";"Emmanuel";"EMM";"Encontro Marcado";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 69 · Ordem estante (Table 2): 69 · Obra nº 99 · Exemplares da mesma obra: 69, 971"
"99";"99.2";"971";"971";"ROM";"Emmanuel";"EMM";"Encontro Marcado";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 971 · Ordem estante (Table 2): 971 · Obra nº 99 · Exemplares da mesma obra: 69, 971"
"100";"100.1";"82";"89";"ROM";"Emmanuel";"EMM";"Entender Conversando";"Emmanuel";"Francisco Cândido Xavier";"PSYCHOGRAPHED";"Histórias de Emmanuel";"Romance Espírita, Histórias de Emmanuel";"Português";"";"";"Nº legado deste exemplar: 82 · Ordem estante (Table 2): 89 · Obra nº 100 · Exemplares da mesma obra: 82, 89"
